PAD; Name
00747; Lackner Josef, Dipl.-Vw. Dr. 
03611; Lackner Manfred 
02839; Lafer Franz 
00748; Lafer Karl 
00749; Lagger Hans 
00750; Laimer Hans 
02330; Laimer Robert 
00762; Lakowitsch Karl 
00766; Lampl Franz 
00769; Lanc Erwin 
00775; Landgraf Konrad 
00776; Landmann Paul 
12553; Langreiter Hans, Mag. 
00785; Langthaler Monika, Ing. 
00788; Lanner Anton 
00793; Lanner Sixtus, Dr. 
11570; Lapp Christine, Mag., MA 
88823; Lasar David 
00796; Laser Adolf 
51568; Lausch Christian 
00817; Lausecker Karl 
50067; Lautenschlager Hartmann 
00822; Lechner Franz, Dipl.-Ing. Dr. 
05715; Ledolter Johann 
00828; Lehr Friedrich 
00829; Leibenfrost Albert, Dr. 
22694; Leichtfried Jörg, Mag. 
00836; Leikam Anton 
00838; Leimböck Ernst 
00840; Leiner Günther, Dr. 
00842; Leisser Franz 
00845; Leithenmayr Hermann 
00848; Leitner Alois, Dipl.-Ing. Dr. 
02824; Leitner Peter 
00856; Lengauer Josef 
02886; Lentsch Edeltraud 
00862; Lenz Hans 
00863; Lenzi Josef, Dr. 
00864; Leser Ludwig, Dr. h.c. 
00865; Leskovar Adolf 
00866; Letmaier Josef, Ing. 
51553; Lettenbichler Josef, Mag. 
00867; Leutgeb Leopold 
05175; Leutgöb Karl 
00868; Leuthner Karl 
22533; Leutner Richard, Dr. 
08212; Lexer Reinhold 
00871; Libal Otto 
00873; Lichal Robert, Dr. 
08243; Lichtenberger Evelin, Dr. 
18447; Lichtenecker Ruperta, Dr. 
15528; Lichtenegger Elmar 
00876; Lichtenegger Fritz 
00879; Liechtenstein Vincenz, Dr. 
00884; Lieschnegg Karl 
00887; Linder Anton 
51577; Linder Maximilian 
02001; Lindinger Klaus, Ing., BSc 
86613; Lindner Mario 
00889; Lins Herbert 
00890; Linsbauer Franz 
03895; Linser Franz, Dr. 
83142; Lintl Jessi, Dr. 
51548; Lipitsch Hermann 
05484; List Daniela, Ing. 
51578; List Kurt 
00905; Liwanec Willi 
83121; Loacker Gerald, Mag. 
00909; Löffler Robert, Dipl.-Kfm. 
36987; Lohfeyer Rosa, Mag. 
09168; Loos Johann 
15526; Lopatka Reinhold, Dr. 
00913; Löschnak Franz, Dr. 
00921; Ludwig Eduard, Dr. 
00932; Ludwig Hans 
22449; Lueger Angela 
51579; Lugar Robert, Ing. 
00934; Luhamer Josef 
00939; Lukas Leo 
00943; Lukesch Dieter, Dipl.-Vw. Dr. 
00951; Lump Anton 
08244; Lunacek Ulrike, Mag. 
00955; Luptowits Michael 
00957; Lussmann Hermann 
00971; Luttenberger Franz 
14763; Machne Helga 
01014; Machunze Erwin 
01015; Mackowitz Rudolf 
01022; Maderner Josef, DDr. 
01023; Maderthaner Leopold, Ing. 
01024; Maderthaner Michael 
02840; Madl Elfriede 
01025; Mädl Jakob 
01026; Mahnert Klaus 
02006; Mahrer Karl, BA 
01027; Maier Anton, Dr. 
06155; Maier Ferdinand, Dr. 
01028; Maier Franz 
03755; Maier Johann, Mag. 
01029; Maier Kurt 
07236; Mainoni Eduard, Mag. 
01031; Mairinger Max 
01032; Maisel Karl 
02825; Maitz Karl, Dr. 
01041; Maleta Alfred, Dr. 
14694; Mandak Sabine 
01045; Mandl Wilhelm 
01046; Manhalter Rudolf 
01047; Manndorff Ferdinand 
01053; Marberger Karl 
02122; Marchetti Nico 
01070; Marchner Rudolf 
14764; Marek Christine 
01078; Margaretha Eugen, Dr. 
02333; Margreiter Doris 
01079; Marizzi Peter 
01080; Mark Karl 
03250; Märk Elisabeth 
51580; Markowitz Stefan 
01082; Markschläger Rudolf 
01083; Marktschläger Rudolf 
05255; Marolt Heinz Anton 
01084; Marsch Fritz 
01085; Marwan-Schlosser Rudolf 
01086; Mataja Heinrich, Dr. 
01087; Matejcek Josef 
02010; Mathis Kurt, Ing. 
01088; Matt Josef 
01089; Matzenauer Hans 
14844; Matznetter Christoph, Dr. 
01092; Maurer Hans, abs. iur. 
83101; Maurer Sigrid 
01093; Mautner Markhof Georg, Dipl.-Kfm. 
35501; Mayer Elmar 
01095; Mayer Ferdinand 
01105; Mayer Josef 
01109; Mayer Ludwig 
01111; Mayer Norbert 
01114; Mayer Oskar, Dr. 
51554; Mayer Peter 
35499; Mayerhofer Leopold 
01117; Mayr Franz 
01118; Mayr Hans 
01120; Mayr Michael, Dr. 
01121; Mayr Otto 
01123; Mayrhofer Franz 
01124; Mayrhofer Hans 
83122; Meinl-Reisinger Beate, Mag., MES 
01127; Meischberger Walter, Ing. 
01128; Meisinger Josef 
01129; Meißl Othmar 
01131; Meißner Theodor 
01130; Meissner-Blau Freda 
01134; Melter Werner 
01135; Mentasti Alois 
02841; Mentil Hermann 
01137; Mertel Ilse, Dr. 
01138; Messner Evelyn, Mag. 
01139; Metzker Maria 
08213; Miedl Werner 
01142; Migsch Alfred, Dr. 
15527; Mikesch Herta 
01143; Miklas Wilhelm 
08214; Mikl-Leitner Johanna, Mag. 
01144; Mikola Frieda 
01165; Miksch Karl 
01170; Minkowitsch Roland, Mag. 
05435; Missethon Hannes, Dipl.-Ing. 
01177; Mistinger Leo 
01179; Mittendorfer Josef 
01181; Mitterer Otto 
01196; Mitterer Peter 
08696; Mitterlehner Reinhold, Dr. 
25950; Mittermüller Marialuise 
83123; Mlinar Angelika, Mag. Dr., LL.M. 
02005; Möbius Reinhold, Dr. 
01199; Mock Alois, Dr. 
01204; Modl Josef 
01216; Moik Wilhelmine 
01223; Molterer Josef 
01226; Molterer Wilhelm, Mag. 
36187; Mölzer Wendelin 
01227; Mondl Walter 
02826; Morak Franz 
01230; Morawitz Hans 
35488; Moretti Adelheid Irina 
01232; Moser Eduard, Dr. 
01237; Moser Franz 
02853; Moser Gabriela, Dr. 
01239; Moser Hans Helmut 
14845; Moser Johann, Mag. 
01242; Moser Josef 
03896; Moser Josef, Dr. 
01245; Moser Wilhelmine 
02872; Moser-Starrach Sonja, Dr. 
01247; Moßhammer Franz 
01246; Möst Maria Elisabeth, Dipl.-Ing. 
01248; Motter Klara 
01249; Mrkvicka Franz 
01250; Muchitsch Hans 
35497; Muchitsch Josef 
83102; Mückstein Eva, Dr. 
01255; Mühlbacher Kurt 
01257; Mühlbachler Josef, Dipl.-Kfm. Mag. 
51569; Mühlberghuber Edith 
01268; Müller Adolf 
01273; Müller Franz 
08195; Müller Hans 
02817; Müller Karl Gerfried 
01282; Müller Lothar, Dr. 
01286; Müllner Franz, Dr. 
01287; Müllner Hans 
01289; Müllner Viktor 
01295; Murauer Walter 
01297; Murer Gerulf, Ing. 
01301; Murowatz Lona 
51588; Musiol Daniela, Mag. 
01303; Mussil Arthur, Dr. 
08179; Muttonen Christine, Mag. 
83139; Nachbaur Kathrin, Dr. 
01012; Nedwal Andreas 
01013; Nedwed Ernst, Ing. 
02136; Nehammer Karl, MSc 
01017; Neidhart Rolf, Dr. 
01018; Neisser Heinrich, Dr. 
19681; Nekula Kurt, MA, MAS 
01019; Nemecz Alexander, Dr. 
35522; Neubauer Werner, BA 
08196; Neudeck Detlev 
01020; Neudorfer Franz 
03604; Neugebauer Fritz 
01021; Neugebauer Max, Dr. 
01033; Neuhauser Ernst 
01034; Neuhofer Michael 
01035; Neumann Anton 
01036; Neumann Johann 
01038; Neuner Kurt, DDr. 
93132; Neuroth Barbara, Mag. 
01042; Neustädter-Stürmer Odo 
01049; Neuwirth Karl 
01050; Neuwirth Thomas, abs. iur. 
08775; Niederhuemer Wilhelm 
01052; Niederwieser Erwin, DDr. 
01054; Niedrist Karl 
01056; Nimmervoll Franz 
01057; Ninaus Josef 
02242; Niss Maria Theresia, Dr., MBA 
01058; Nittel Heinz 
02336; Noll Alfred J., Dr. 
01061; Nowotny Ewald, Dr. 
01062; Nürnberger Rudolf 
02866; Nußbaumer Wolfgang, Ing. 
02334; Nussbaum Verena, Mag. 
01065; Oberegger Josef, Ing. 
01066; Oberhaidinger Georg 
01067; Oberhammer Aloys, Dr. 
35509; Oberhauser Sabine, Dr., MAS 
35487; Obernosterer Gabriel 
01073; Obrutschka Fritz 
01071; Odehnal Franz, Dr. 
01074; Oelzelt Franz 
83300; Ofenauer Friedrich, Mag. 
01077; Ofenböck Josef 
01100; Offenbeck Jolanda, Dr. 
01101; Ofner Harald, Dr. 
01106; Olah Franz 
02854; Öllinger Karl 
01108; Onodi Heidemaria 
08197; Ortlieb Patrick 
01110; Ortner Josef 
01112; Ortner Peter, Mag. 
01116; Ott Heinrich 
83150; Ottenschläger Andreas 
14765; Pack Jochen 
01150; Pansi Herbert 
08184; Papházy Sylvia, Dr., MBA 
01153; Parfuss Ludmilla 
01154; Pargfrieder Leopold 
01155; Parnigoni Rudolf 
01156; Parrer Franz 
01157; Partik Matthias 
01158; Partik-Pablé Helene, Dr. 
01160; Paulitsch Alois, Dr. 
01161; Paulitsch Michael 
01162; Pauly Max 
01163; Paunovic Nadine, Dr. 
01164; Pawkowicz Rainer, Dipl.-Ing. Dr. 
01166; Pawlik Annemarie 
01168; Pay Michael 
01171; Pazelt Josef 
08215; Pecher Martina, Mag. 
01173; Peck Josef 
01176; Pelikan Fritz, Dr. 
05375; Pendl Otto 
01180; Pernter Hans, Dr. 
02938; Peschel Brigitte 
01183; Peter Adolf 
01184; Peter Friedrich 
01185; Peter Helmut, Mag. 
01186; Petrovic Madeleine, MMag. Dr. 
01188; Petschnik Viktor 
51581; Petzner Stefan 
01942; Pewny Christian, Ing. 
01190; Pfeffer Karl 
02868; Pfeffer Katharina 
01191; Pfeifer Helfried, Dr. 
01192; Pfeifer Josef 
83151; Pfurtscheller Elisabeth, Dipl.-Kffr. (FH) 
01197; Pichler Adam 
01198; Pichler Franz 
01201; Pichler Josef 
01203; Pick Karl 
01208; Piffl-Percevic Theodor, Dr. 
01209; Piller Ernst 
01210; Pilz Peter, Dr. 
01211; Pirchegger Anton 
01215; Pirker Hubert, Dr. 
08245; Pirklhuber Wolfgang, Dipl.-Ing. Dr. 
01218; Pischitz Georg 
01219; Pischl Karl 
01221; Pistor Felix 
08198; Pistotnig Jakob 
01224; Pittermann Bruno, DDr. 
02888; Pittermann Elisabeth, Dr. 
01229; Plaimauer Stefan 
02295; Plakolm Claudia 
08180; Plank Brunhilde, Mag. 
01231; Plasser Franz 
24479; Plassnik Ursula, Dr. 
02827; Platter Günther 
51549; Plessl Rudolf 
01236; Pöder Rudolf 
59908; Podgorschek Elmar 
01254; Pokorny Maria 
01256; Polcar Fritz 
01258; Polke Emil 
01259; Pollak Marianne 
01238; Pölz Johann 
01241; Pölzer Johann 
01243; Pölzer Johann 
01269; Popp Adelheid 
01270; Populorum Adolf 
01272; Porges Alfred 
01277; Posch Paul 
01278; Posch Walter, Mag. 
01251; Pötsch Johann 
05486; Pöttinger Laurenz 
03614; Povysil Brigitte, Dr. 
01281; Prader Georg, Dr. 
01288; Prähauser Stefan 
01283; Praher Adelheid 
04476; Prammer Barbara, Mag. 
01291; Pranckh Georg 
02802; Pranckh Georg 
14766; Praßl Michael 
01293; Praxmarer Karin, Mag. 
01294; Prechtl Fritz 
14875; Preineder Martin 
30011; Preiner Erwin 
01299; Preiß Kurt, Dr. 
02843; Preisinger Susanne, Dr. 
01300; Prentl Josef 
02844; Pretterebner Hans 
01302; Preußler Kurt 
01306; Prinke Franz, Dr. h.c. 
08235; Prinz Nikolaus 
03613; Prinzhorn Thomas, Dipl.-Ing. 
01307; Prirsch Ferdinand 
01308; Probst Anton 
01310; Probst Friedrich 
01311; Probst Otto 
01312; Prodinger Hans 
01313; Proft Gabriele 
01314; Proksch Anton 
15465; Pröll Josef, Dipl.-Ing. 
01316; Pumberger Alois, Dr. 
01318; Puntigam Alois, Dr. 
02764; Puntscher Riekmann Sonja, Dr. 
14846; Puswald Christian, Dr. 
02011; Puttinger Günter, Dipl.-Kfm. Dr. 
01480; Raab Julius, Ing. DDDr. 
01502; Rabl-Stadler Helga, Dr. 
02828; Rack Reinhard, Dr. 
02818; Rada Robert, Dr. 
01503; Radinger Stephan 
14767; Rädler Johann 
01937; Ragger Christian, Mag. 
01521; Rainer Hermann 
01526; Ramek Rudolf, Dr. 
01532; Rammer Hans 
02869; Ramsbacher Helena 
01538; Rapatz Robert, Dipl.-Ing. 
01541; Raser Josef 
02862; Rasinger Erwin, Dr. 
83152; Rauch Johannes, Mag. 
83130; Rauch Walter 
01546; Rauch-Kallat Maria 
01551; Rauhofer Josef, abs. iur. 
01552; Rauscha Julie 
01558; Rauscher Franz 
01559; Rechberger Alois 
01561; Regensburger Franz 
15548; Regler Roderich, Dipl.-Ing. Mag. 
06997; Reheis Gerhard 
01563; Rehor Grete 
01648; Reich Josef 
01649; Reichhold Mathias, Ing. 
01651; Reicht Alois 
03717; Reifenberger Volker, Ing. Mag. 
01653; Reimann Viktor, Dr. 
08199; Reindl Hermann 
01654; Reiner Fritz, Ing. 
01655; Reinhart Karl, Dr. 
01657; Reisetbauer Rudolf, Dr. 
01658; Reisinger Heinrich 
01659; Reismann Edmund 
01660; Reiter Josef 
01661; Reitsamer Annemarie 
01662; Remplbauer Wilhelm 
91034; Rendi-Wagner Pamela, Dr., MSc 
01663; Renner Florian 
01664; Renner Karl, Dr. 
01665; Renner Walter 
01666; Renoldner Severin, DDr. 
01668; Resch Josef, Dr. 
01669; Resch Walter 
01672; Ressel Hans-Joachim, Ing. 
14696; Rest-Hinterseer Heidemarie 
01677; Richter Paul 
01678; Rieder Hans 
01679; Rieder Josef, Dr. 
01681; Riedl Walter 
03756; Riedler Wolfgang, Dr. 
01684; Rieger Eduard 
01686; Riegler Josef, Dipl.-Ing. 
61659; Riemer Josef A. 
14768; Riener Barbara 
03599; Riepl Franz 
02997; Ries Christian 
01950; Rieß Susanne 
01688; Riess-Passer Susanne, Dr. 
35496; Rinner Sylvia 
01689; Rintelen Anton, Dr. 
01690; Robak Friedrich 
01692; Rochus Ottilie 
01694; Rödhammer Hans 
14043; Röhrs Konstanze, Mag. 
01701; Roithner Berthold 
01704; Rom Martin 
01696; Römer Alfred 
01705; Roppert Alois 
01698; Rösch Eduard 
01699; Rösch Otto 
02297; Rosenberger Alois, Dipl.-Ing. 
01707; Rosenberger Paul 
14693; Rosenkranz Barbara, MA 
51570; Rosenkranz Walter, Dr. 
01708; Rosenstingl Peter 
35516; Rossmann Bruno, Mag. 
02845; Rossmann Mares 
01709; Roth Hans 
01710; Roth Rupert, Dr. 
01713; Rozenits Demetrius 
01716; Rück Rosa 
01717; Rückl Engelbert 
36507; Rudas Laura, Mag. 
01715; Rudel-Zeynek Olga 
01718; Ruhaltinger Franz 
01720; Rupp Josef 
83296; Rupprechter Andrä, Dipl.-Ing. 
02846; Ruthofer Kurt, Dipl.-Kfm. 
01565; Sacher Ewald 
01566; Sailer Georg 
01568; Salcher Herbert, Dr. 
01571; Sallaberger Günther 
01572; Sallinger Rudolf, Ing. 
02847; Salzl Stefan, Dr. 
03716; Salzmann Gertraud, MMMag. 
01575; Samwald Franz 
02335; Sandler Birgit Silvia 
01576; Sandmeier Karl 
01577; Sassik Raimund 
02829; Sauer Willi 
14695; Sburny Michaela 
01581; Schaber Franz 
86681; Schabhüttl Jürgen 
02861; Schaffenrath Maria 
01586; Schäffer Gerhard, Mag. 
35519; Schalle Veit 
01971; Schandor Christian, Dipl.-Ing. 
14847; Scharer Erika 
01592; Scharf Erwin 
01587; Schärf Adolf, Dr. 
01593; Scharfegger Ambros 
03155; Schartel Andrea Michaela 
08181; Schasching Beate 
35512; Schatz Birgit, Mag. 
02337; Schatz Sabine 
01597; Schauer Erwin 
01596; Schauer-Schoberlechner Johannes, Dr. 
01598; Scheff Otto, Dr. 
01599; Scheffauer Theodor 
01600; Scheibein Wilhelm 
01601; Scheibengraf Heinrich, Ing. 
01602; Scheibenreif Alois 
01603; Scheiblin Anton 
01604; Scheibner Herbert 
01993; Schein Leopold 
83132; Schellenbacher Thomas, Ing. 
84056; Schellhorn Josef 
36907; Schelling Johann Georg, Dr. 
01607; Schemer Stefan 
08200; Schender Rüdiger, Mag. 
51582; Schenk Martina 
83125; Scherak Nikolaus, Dr., MA 
01608; Scherrer Josef 
06815; Scheuch Kurt, Ing. 
01609; Scheuch Robert, Dipl.-Ing. Dr. 
14893; Scheuch Uwe, Dipl.-Ing. 
01610; Scheucher Reinhold 
14896; Scheucher-Pichler Elisabeth, Mag. 
61239; Schickhofer Michael, Mag. 
35504; Schieder Andreas, Mag. 
01613; Schieder Peter, Dr. h.c. 
14771; Schiefermair Notburga 
01614; Schiegl Wilhelm 
51559; Schimanek Carmen 
01617; Schindlbacher Ernst, Ing. 
01721; Schirmer Aloisia 
36908; Schittenhelm Dorothea 
01722; Schlager Anton 
01723; Schlager Josef 
01724; Schlager Rudolf 
01726; Schleinzer Karl, Dipl.-Ing. Dr. 
01727; Schlesinger Paul Johannes 
01728; Schlesinger Therese 
01729; Schlögl Karl, Mag. 
01730; Schlögl Manfred, Mag. 
01731; Schmelz Heinrich, Dipl.-Ing. Dr. 
83133; Schmid Gerhard 
83103; Schmid Julian, BA 
01733; Schmid Michael, Dipl.-Ing. 
05138; Schmidhofer Karl 
01734; Schmidl Josef 
01735; Schmidt Albert, Dr. 
01736; Schmidt Elisabeth 
01737; Schmidt Erich, Dr. 
01738; Schmidt Friedrich 
01739; Schmidt Heide, Mag. Dr. 
01740; Schmidt Josef 
01742; Schmidtmeier Herbert 
01944; Schmiedlechner Peter 
01743; Schmitz Richard 
01744; Schmitzer Karl, Ing. 
01745; Schmölz Johann 
52727; Schmuckenschlager Johannes 
01746; Schneeberger Pius 
01747; Schneider Emil, Dr. 
01748; Schneider Maria, Dr. 
01749; Schneidmadl Heinrich 
01750; Schnell Hermann, Dr. 
02315; Schnöll Stefan, Mag. 
01752; Schober Albin 
01754; Schober Johannes, abs. iur. DDDr. h.c 
08201; Schoettel-Delacher Irina, lic.oec. HSG 
02848; Schöggl Leopold, Dipl.-Ing. 
01765; Schoiswohl Michael 
01766; Scholger Walter 
01763; Schöll Hans 
04716; Schöls Alfred 
02789; Scholten Rudolf, Dr. 
01756; Schön Franz 
01757; Schönbauer Ernst, DDr. 
01758; Schönbauer Leopold, Dr. 
51555; Schönegger Bernd, Mag. 
01760; Schönhart Günter 
14848; Schönpass Rosemarie 
01761; Schönsteiner Friedrich 
14849; Schopf Walter 
01762; Schöpf Albert, Dr. 
01764; Schöpfer Aemilian, Dr. 
01767; Schorn Hildegard 
01768; Schorsch Johann 
01770; Schramm Erwin 
83134; Schrangl Philipp, Mag. 
01771; Schranz Edgar, Dr. 
02830; Schrefel Josef 
01772; Schreiner Anton 
01773; Schreiner Erich L., Ing. Mag. 
02320; Schrott Dominik 
01777; Schrotter Johann 
09775; Schultes Hermann, Ing. 
01785; Schulz Hermann 
01782; Schumacher Franz, Dr. 
01786; Schumy Vinzenz, Ing. 
01778; Schürer Franz 
01779; Schürff Hans, Dr. 
01787; Schuschnigg Kurt, Dr. 
01781; Schüssel Wolfgang, Dr. 
01788; Schuster Johann 
00717; Schütz Waltraud, Mag. 
02326; Schwarz Gabriela 
01795; Schwarzböck Rudolf 
01796; Schwarzenberger Georg 
01791; Schwärzler Erich, Ing. 
01801; Schweinberger Johann 
01802; Schweinhammer Johann 
08236; Schweisgut Johannes 
01803; Schweitzer Karl, Mag. 
01806; Schwemlein Emmerich 
51589; Schwentner Judith, Mag. 
01808; Schwer Karl, Dr. 
01810; Schwimmer Walter, Dr. 
01812; Scrinzi Otto, Dr. 
01814; Sebinger Hans 
01816; Seda Erika, Dr. 
01819; Seel Helmut, Dr. 
01821; Ségur August 
01825; Seidel Amalie 
01830; Seidel Richard, Ing. 
01833; Seidinger Winfried 
01836; Seidl Georg 
01841; Seiler Hilde 
01843; Seilinger Josef 
01845; Seiner Anton 
01992; Seipel Ignaz, Dr. 
01991; Seiringer Karl 
01783; Seitz Karl 
01850; Sekanina Karl 
01855; Sever Albert 
07156; Sevignani Hans 
14769; Sieber Norbert 
01867; Siegl Josef 
01868; Sigl Robert 
02763; Silhavy Heidrun 
08182; Sima Ulrike, Mag. 
51556; Singer Johann 
01871; Singer Rudolf 
01872; Sinowatz Fred, Dr. 
01873; Skaret Ferdinand 
01881; Skritek Otto 
01883; Slavik Felix 
01885; Smejkal Ingrid 
01893; Smitka Johann 
03133; Smodics-Neumann Maria, Mag. 
03132; Smolle Josef, Dr. 
01894; Smolle Karl 
88386; Sobotka Wolfgang, Mag. 
08202; Sodian Andreas 
01895; Solar Lola 
18542; Sonnberger Peter, Dr. 
01898; Soronics Franz 
51583; Spadiut Wolfgang, Dr. 
01804; Spalowsky Franz 
01805; Spannocchi Lelio, Dr. 
01807; Speiser Paul 
01809; Spielbüchler Karl 
14850; Spindelberger Erwin 
01815; Spindelegger Erich, Ing. 
01817; Spindelegger Michael, Dr. 
01820; Springschitz Stefan 
01822; Srb Manfred 
14851; Stadlbauer Bettina 
10342; Stadler Astrid 
02849; Stadler Ewald, Mag. 
01823; Staffa Franz 
08203; Staffaneller Norbert 
01826; Stampler Andreas 
03691; Stampler Franz 
01827; Stangl Maria 
01874; Starhemberg Ernst Rüdiger 
01829; Staribacher Josef, Dipl.-Vw. Dr. 
02327; Stark Christoph 
35492; Stauber Peter 
01831; Staudinger Rudolf 
51571; Stefan Harald, Mag. 
01832; Steger Norbert, Dr. 
83135; Steger Petra 
02018; Steibl Ridi Maria 
01834; Steidl Albert, Dipl.-Kfm. Dr. 
14852; Steier Gerhard 
01835; Stein Viktor 
83059; Steinacker Michaela, Mag. 
01837; Steinbach Ernst 
01838; Steinbauer Heribert 
04395; Steinbichler Leopold 
02831; Steindl Franz, Mag. 
02765; Steindl Katharina 
14793; Steindl Konrad 
01880; Steinegger Hans 
01882; Steinegger Otto, abs. iur. 
01884; Steiner Franz 
01842; Steiner Josef 
01886; Steiner Josef 
01844; Steiner Ludwig, Dipl.-Vw. Dr. 
40628; Steinhauser Albert, Mag. 
01846; Steinhuber Sepp 
01847; Steininger Franz 
01887; Steinmaßl Erwin 
01889; Stemberger Josef, Dr. 
01890; Stempfer Georg 
01852; Stendebach Max 
59247; Steßl Sonja, Mag. 
01857; Steyrer Kurt, Dr. 
01858; Stika Felix 
01860; Stippel Johann, Dr. 
01861; Stix Gerulf, Dipl.-Vw. Dr. 
05439; Stocker Christian, Dr. 
01862; Stocker Franz 
01863; Stocker Helmuth 
01892; Stöckler Josef 
52687; Stöger Alois, diplômé 
01864; Stögner Gregor 
01865; Stögner Hans, Dr. 
01900; Stohs Herbert 
01902; Stoisits Terezija, Mag. 
01903; Stoll Franz 
35518; Strache Heinz-Christian 
01905; Strache Max 
01906; Strachwitz Ernst, Dr. 
01907; Stradal Emmy 
01908; Straffner Sepp, Dr. 
01910; Straßberger Josef 
08657; Strasser Ernst, Dr. 
83153; Strasser Georg, Dipl.-Ing. 
01911; Strasser Peter 
01912; Streeruwitz Ernst 
01913; Stricker Adolf 
01915; Strießnigg Karl 
01918; Strobl Franz, Dipl.-Ing. 
01917; Strobl Robert 
01919; Ströer Alfred 
01920; Strohmaier Vinzenz 
10304; Strolz Matthias, Mag. Dr. 
01927; Strommer Josef 
83138; Stronach Frank 
01929; Strunz Rudolf 
55147; Strutz Martin, Dr. 
01932; Stüber Fritz, Dr. 
01933; Stummvoll Günter, Dipl.-Kfm. Dr. 
01934; Stürgkh Barthold 
01940; Suchanek Erich 
01922; Suppan Walter 
01442; Svazek Marlene, BA 
01924; Svihalek Friedrich 
01925; Swoboda Karl, Dr. 
01926; Sylvester Hans, Ing. 
78320; Szep Irene 
51584; Tadler Erich 
15531; Tamandl Gabriele 
08237; Tancsits Walter, Mag. 
02329; Taschner Rudolf, Mag. Dr. 
01323; Taus Josef, Dr. 
01327; Tauschitz Stephan, Ing. 
01337; Tazreiter Josef 
03601; Tegischer Brigitte 
06875; Teller Dietrich, Dipl.-Kfm. 
01340; Teschl Alfred 
01342; Teufl Josef 
01343; Thaler Andreas 
01353; Thalhammer Rudolf 
35524; Themessl Bernhard 
01362; Thoma Franz 
01369; Thullner Johann 
01370; Thurner Leopold 
01371; Tichy-Schreder Ingrid 
01372; Tieber Herbert, Dipl.-Vw. 
06035; Tilg Wilfried 
01373; Tirnthal Rudolf 
01374; Titze Karl 
65319; Töchterle Karlheinz, Dr. 
01377; Tödling Othmar 
03390; Toifl-Campregher Sonja, Dr. 
01382; Tomschik Josef 
01384; Toncic-Sorinj Lujo, Dr. 
01386; van Tongel Emil, Mag. Dr. 
01387; Tonn Rudolf 
01396; Trattner Gilbert, Mag. 
01398; Traußnig Adolf 
01400; Traxler Franz 
01402; Traxler Gabrielle 
01403; Treichl Leonhard 
03150; Trenk Josef 
12185; Trettenbrein Harald 
03602; Trinkl Josef, Mag. Dr. 
83114; Troch Harald, Dr. 
01416; Troll Karl 
06817; Trunk Melitta, Mag. 
01418; Truppe Paul 
01423; Tschadek Otto, Dr. 
01972; Tschank Markus, Dr. 
01427; Tschida Johann, Dipl.-Ing. 
01434; Tschurtschenthaler Ignaz, Dipl.-Vw. Dr. 
01437; Tull Stephan, Dr. 
01439; Tuller Ludwig 
14834; Turkovic-Wendl Ingrid 
01436; Türtscher Anton 
01444; Tusch Maria 
01448; Tychtl Gerald, Ing. 
01320; Übeleis Vinzenz 
01324; Uhlir Robert 
01325; Ulbrich Ernst 
01326; Ulrich Heinrich 
01329; Umenberger Ferdinand 
01330; Unterberger Franz 
01331; Unterkircher Peter 
83115; Unterrainer Maximilian, Mag. (FH) 
51572; Unterreiner Heidemarie, Mag. 
01334; Url Karl, Ing. 
01335; Ursin Josef, Dr. 
02856; Van der Bellen Alexander, Dr. 
01344; Vaugoin Carl 
83126; Vavrik Christoph, Mag. 
01346; Veleta Josef 
67839; Venier Mathias 
01347; Verzetnitsch Friedrich 
01348; Veselsky Ernst Eugen, Dr. 
83143; Vetter Georg, Dr. 
01349; Vetter Gustav 
01350; Viehauser Jakob 
02708; Vilimsky Harald 
01351; Vinzl Josef 
47147; Vock Bernhard 
01355; Voggenhuber Johannes 
83116; Vogl Markus, Ing. 
01358; Voithofer Josef 
01360; Volker Otto 
01363; Volkert Karl 
01364; Vollmann Hans 
01365; Vonwald Karl 
01366; Voraberger Hubert 
01368; Vranitzky Franz, Dipl.-Kfm. Dr. 
01380; Waber Leopold, Dr. 
01375; Wabl Andreas 
01383; Wache Wilhelm 
01389; Wagner Johann 
01391; Wagner Josef 
01392; Wagner Josef, Dr. 
01395; Wagner Otto, Dr. 
01794; Wagner Petra 
01401; Waihs Erwin, Dr. 
14858; Walch Maximilian 
01407; Walcher Franz 
01408; Waldbrunner Karl, Dipl.-Ing. 
01414; Walla Michael 
01417; Wallisch Koloman 
01419; Wallisch Paula 
01420; Wallner Josef 
01422; Wallner Josef 
01424; Wallner Kurt 
51590; Walser Harald, Dr. 
14853; Walther Heidrun 
01428; Wancura Johann Thomas 
01429; Waneck Friedrich, Dr. 
01431; Wappis Elisabeth, Dr. 
01866; Wassermann Sandra 
01432; Wastl Hans 
08204; Wattaul Anton 
01433; Weber Anton 
01435; Weber Franz, Dr. 
01438; Weber Rosa 
50047; Wechner Hedwig 
01441; Wedenig Ferdinand 
01443; Wedenig Karl 
15529; Wegscheider Susanne 
01451; Weidenhoffer Emanuel, Dr. 
01452; Weidenholzer Johann 
01453; Weidinger Anton 
02331; Weidinger Peter, Mag. 
83262; Weigerstorfer Ulrike 
01454; Weigl Richard, Ing. 
01455; Weihs Oskar, Dipl.-Ing. Dr. 
01456; Weikhart Eduard 
01457; Weinberger Helmut 
01458; Weinberger Lois 
01459; Weindl Anton 
02000; Weinhandl Alois 
01460; Weinmayer Leopold 
08205; Weinmeier Wilhelm, Ing. 
16238; Weinzinger Brigid, Mag. 
